르완다,-,7,-,12,-,2,-,3,-,2,-,3,-,4,-,20,-,-,-,-,-,-,-,-,70,24,-,-,12,-,6,-,6,-,6,176,7,-,-,75
상투메프린시페,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,-,-,-,8,-,3,-,-,-,238,1,379,3,408,8,-,-
세이셸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,9,46,29,17,11,12,-
남아프리카공화국,3295,3399,6393,2826,6600,5150,6225,5759,6789,1803,7004,1831,7605,1440,8317,1455,7941,1742,6735,1639,6383,5331,7245,5296,7444,6205,7295,4756,7552,5065,7497,4499,7210,4255,7544,5535,6915,4746,6914,6162
수단,22,66,14,45,22,115,17,90,21,147,22,174,16,85,16,140,343,173,334,130,254,125,252,140,157,264,269,216,8,190,268,196,285,164,293,177,380,204,245,139
에스와티니,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,3,3,-,-,2,2,2,2,-,-,-,-,-,-,-,-
탄자니아,-,-,3,-,2,2,1,1,3,3,3,3,1,1,4,4,5,5,3,3,1,1,2,2,-,-,3,3,4,4,2,1,-,-,-,-,25,6,-,5
튀니지,257,257,178,178,103,103,155,155,269,269,338,338,456,456,492,492,548,546,557,555,621,620,680,674,626,613,549,535,542,552,589,589,583,583,555,555,451,451,-,-
우간다,-,1,-,-,-,-,5,1,13,7,3,-,11,1,7,2,-,2,-,2,-,-,-,1,-,1,14,3,8,1,9,-,16,-,-,2,6,2,-,-
잠비아,-,-,31,29,9,31,13,9,28,15,27,14,13,6,39,12,43,8,18,24,17,12,24,15,38,32,39,21,39,23,32,17,33,27,22,18,24,12,23,9
짐바브웨,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,27,-,28,-,13,-,-,-,-,-,-,-
오세아니아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오스트레일리아,22001,13548,22735,13703,22545,13612,21594,13056,22833,12739,23857,10979,26003,9426,26840,11236,26346,11863,23681,12410,24887,14557,25526,17877,26358,17724,29717,17112,25956,19304,28605,23098,28394,23744,28906,22742,29957,17065,29758,17010
뉴질랜드,7048,4587,7275,3539,6948,2582,6873,10124,6531,5571,7005,4189,7365,3412,7844,3592,5724,3203,6358,3412,6636,4347,6209,4710,7099,6152,6781,4752,7728,4677,6501,4259,6386,3910,6160,2430,6238,2039,6014,1642
파푸아뉴기니,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,1,-,-,-,-,-,-,-,-,79,57,-,-,47,70,-,-,-,-,-,-,-,-
사모아,-,-,-,-,-,-,7,7,2,-,-,-,-,-,11,11,-,-,-,-,-,-,-,-,-,126,-,-,100,-,4,64,-,-,-,-,1,-,3,3
